author;key;affiliation;university_homepage
C. J. Date;journals/tods/DateF92|conf/sigmod/Date76|conf/vldb/Date80|conf/vldb/Date81|conf/vldb/Date79|journals/sigmod/Date84a|journals/sigmod/Date84|journals/sigmod/DarwenD95|journals/sigmod/Date88|persons/CoddD74|conf/icod/Date83|conf/sigmod/CoddD74|conf/sigmod/DateH71a|conf/sigmod/DateC74|conf/sigmod/Date83|conf/sigmod/DateH71;Universidad Privada Boliviana;http://www.upb.edu/
C. J. Leune;journals/cn/TroyerL98;International Culinary Institute (ICI);http://www.ici-luzern.com/
C. J. M. Turnbull;conf/vldb/BenneworthBTHM81;Islamic Azad University, Najaf Abad;http://www.iaun.ac.ir/
C. J. Park;conf/srds/LongCP91;Kamrah International Institute of Technology (KIIT);http://www.kiit.in/
C. J. Paul;journals/cacm/PaulABS91;Siam Technology College;http://www.siamtechu.net/
C. J. Rosenquist;journals/cj/Rosenquist82;Sultan Idris Shah Polytechnic;http://www.psis.edu.my/
C. J. Yang;journals/ai/LehnertDJYH83;Lincoln University Pennsylvania;http://www.lincoln.edu/
C. J. van Rijsbergen;journals/cj/Rijsbergen86|journals/cj/Rijsbergen71|journals/ipm/DunlopR93|conf/sigir/SmeatonR81|conf/sigir/RobertsonRP80|conf/sigir/MorrisseyR87|conf/sigir/Rijsbergen89;University of Leeds;http://www.leeds.ac.uk/
C. Jacob;conf/acm/BodorikRJ89;British Columbia Institute of Technology;http://www.bcit.ca/
C. Jitmedha;journals/ipl/LeissJ86;East Somalia University;http://www.eastsomaliauniversity.com/
C. K. Harkins;conf/icde/BlahaPBSKH90;University of Negros Occidental-Recoletos;http://www.uno-r.edu.ph/
C. K. Kim;conf/icde/BelfordLHHKKKLMNNQRYZ86|conf/icde/BelfordLCCEGHKKLMMSYZRL84|conf/adbis/KimG97;Universitas Siliwangi;http://www.unsil.ac.id/
C. K. Tan;conf/sigmod/FranklinZTCD92|conf/sigmod/CareyDFHMNSSTTWZ94;University of South Africa;http://www.unisa.ac.za/
C. K. Wong;journals/tods/LeeW80|journals/acta/LeeW77|journals/csur/Wong80|journals/jacm/WongC76|journals/jacm/YueW73|journals/siamcomp/StockmeyerW79|journals/siamcomp/GuptaLW82|journals/siamcomp/ChandraW75|journals/siamcomp/WongE80;Moscow Power Engineering Institute (Technical University);http://www.mpei.ac.ru/
C. Kung;conf/tfais/Kung85;Florida Christian College;http://www.fcc.edu/
C. L. J. Martens;journals/is/BrontsBMP95;Instituto Politécnico de Leiria;http://www.iplei.pt/
C. L. Liu 0001;journals/jacm/LiuL73|journals/orl/WeiL83;Japan Advanced Institute of Science and Technology;http://www.jaist.ac.jp/
C. L. Mallamaci;conf/edbt/BelcastroDKKMMMSST88;Jishou University;http://www.jsu.edu.cn/
C. Lee Giles;journals/tkde/OmlinG96|journals/jacm/OmlinG96|journals/computer/LawrenceGB99|conf/icde/CetintemelFG00|conf/krdb/CetintemelJFGS98;Karlshochschule International University;http://www.karlshochschule.de/
C. Leporelli;conf/ssdbm/BarcaroliBFL88;University of Agriculture Makurdi;http://www.uam.edu.ng/
C. Liu;conf/dpds/AgrawalBGLY88;Shoreline Community College;http://www.shoreline.edu/
C. M. Lam;journals/bit/LamF81;University of Pittsburgh at Bradford;http://www.upb.pitt.edu/
C. M. McCulloch;journals/tc/McCulloch85;Kolej Universiti Insaniah;http://www.kuin.edu.my/
C. M. O. Moura;conf/eds/FurtadoM84;Chung-Ang University;http://www.cau.ac.kr/
C. M. R. Leung;journals/is/LeungN88;Universidade Estadual de Campinas;http://www.unicamp.br/
C. Mani Krishna;journals/cacm/KrishnaSL84;University of Ghana;http://www.ug.edu.gh/
C. Mic Bowman;journals/cacm/BowmanDMS94|journals/cn/BowmanDHMS95;Universidade Metodista de Piracicaba;http://www.unimep.br/
C. Michael Overstreet;journals/cacm/OverstreetN85;Les Roches Gruyère University of Applied Sciences;http://www.lrguas.ch/
C. Mohan 0001;journals/tods/MohanLO86|journals/tods/MohanHLPS92|journals/debu/MohanD94|journals/debu/MohanAGK95|conf/icde/Mohan91|conf/icde/ChengHHIMMW91|conf/icde/AlonsoAAKGM96|conf/icde/Mohan93|conf/icde/Mohan95|conf/icde/MohanTO93|conf/icde/SamarasBCM93|conf/sigmod/LindsayHM86|conf/sigmod/MohanPL92|conf/sigmod/MohanL92|conf/sigmod/Mohan93|conf/sigmod/MohanN93|conf/sigmod/MohanN94|conf/sigmod/MohanN92|conf/sigmod/KornackerMH97|conf/vldb/SchreierPAM91|conf/vldb/RothermelM89|conf/vldb/MohanN91|conf/vldb/Mohan99|conf/vldb/Mohan90|conf/vldb/Mohan90a|conf/vldb/Mohan93|conf/vldb/KedemMS82|conf/pods/MohanFS82|conf/edbt/KamathAGM96|conf/edbt/MohanH94|conf/edbt/MohanHWC90|conf/edbt/MohanN92|journals/dpd/SamarasBCM95|journals/iandc/MohanFS84|journals/debu/HaasSBDLLMMNWY82|journals/ibmsj/JostenMNT97|journals/ibmsj/MohanPTW94|journals/expert/AlonsoAAM97|journals/tse/MohanFKS85|journals/tocs/LindsayHMWY84|conf/ddb/DanielsSHLMWW82|conf/ride/Mohan92a|conf/ride/Mohan92|conf/btw/PiraheshM91|conf/coopis/AlonsoGKAAM95|conf/podc/MohanL83|conf/podc/MohanSF83|conf/sigmod/Mohan96|conf/sigmod/Mohan99|conf/sigmod/Mohan87|conf/sigmod/Mohan94|conf/dpds/PiraheshMCLS90|conf/oodbs/SchwarzCFLMMP86|conf/sosp/LindsayHMWY83|conf/ngits/Mohan99|conf/compcon/ReinwaldM96|conf/icdcs/MohanN92|conf/fodo/Mohan93;Universidad Tecnologica de la Mixteca;http://www.utm.mx/
C. P. Wang;conf/icde/WangL86|conf/icde/WangL88|conf/pods/WangL87|journals/cacm/LumSWL75|conf/sigmod/MehlW74;Al-Yamamah College;http://www.alyamamah.edu.sa/
C. Pierson;journals/cacm/WulfCCJLPP74;National Institute of Technology, Trichy;http://www.nitt.edu/
C. Proix;conf/edbt/CauvetPR88|conf/ds/CauvetPR88|conf/ds/ProixR86|conf/caise/RollandP92;Coker College;http://www.coker.edu/
C. R. Ramakrishnan;conf/pods/DavulcuKRR98|conf/ride/DavulcuKPRRD99;Tashkent Medical Academy;http://www.tma.uz/
C. R. Reddy;conf/stoc/ReddyL78;National Institute of Technology, Trichy;http://www.nitt.edu/
C. R. Spath;conf/sigmod/SchneiderS75|conf/vldb/SpathS77;Universidade Estadual de Maringá;http://www.uem.br/
C. R. Symons;journals/cj/SymonsT82;Sibelius Academy;http://www.siba.fi/
C. Raymond Perrault;journals/ai/AllenP80;Chonbuk Sanup University of Technology (Howon University);http://www.howon.ac.kr/
C. Richard Snow;journals/spe/Snow78;Universidad Albert Einstein;http://www.uae.edu.sv/
C. Robert Carlson;journals/csur/MichaelsMC76|conf/er/CarlsonA83|conf/er/WenguandCD91|conf/er/CarlsonJA89|conf/sigmod/CarlsonK76|conf/vldb/AroraC78|journals/is/DevorC82|journals/cj/AroraC84|journals/cj/CarlsonAC82|journals/tse/CarlsonA85|conf/ecoop/SilvaC96;Tokyo Dental College;http://www.tdc.ac.jp/
C. Robert Zarnke;conf/dbpl/BuhrDZ89|journals/spe/BuhrDSYZ92|conf/ecoop/BuhrZ88|conf/pos/BuhrZ89;Universidad Autónoma de Nuevo León;http://www.uanl.mx/
C. Roy Taylor;conf/dl/ChristelWT97;Schiller International University, Paris;http://www.schillerparis.com/
C. Russel Szelag;journals/tse/DavidaLSW78;Groupe Sup de Co Amiens Picardie;http://www.supco-amiens.fr/
C. S. Chang;journals/debu/LittleCCB91;Pamir University;http://www.pamir.edu.af/
C. Salgado;conf/dasfaa/SalgadoTVDMM89;Chonbuk Sanup University of Technology (Howon University);http://www.howon.ac.kr/
C. Sekar Chandersekaran;journals/tse/GligorCCDHJJLV87;The Cooper Union for the Advancement of Science and Art;http://www.cooper.edu/
C. T. Clingen;journals/cacm/BensoussanCD72;Birla Institute of Technology, Ranchi;http://bitmesraranchi.org/
C. T. Day;conf/ssdbm/GrossmanQVXDLMQMLMPBCLLNSS94;University of Leeds;http://www.leeds.ac.uk/
C. Thomas Wilkes;journals/computer/NicolWM93;University of Leeds;http://www.leeds.ac.uk/
C. Thomas Wu;journals/tods/WuB87|conf/icde/MadisonW87|conf/dexa/HsiaoKW90;California Institute of Integral Studies;http://www.ciis.edu/
C. Tonneau;conf/er/HainautTJC93|conf/wcre/HainautCTJ93;"Academy of Economics ""Dimitur A. Tscenov""";http://www.uni-svishtov.bg/
C. Tung;conf/vldb/ChenLT78;Fachhochschule St. Pölten;http://www.fh-stpoelten.ac.at/
C. Unnikrishnan;conf/dasfaa/OngATUW95|conf/sigmod/WoelkBJOTU95|conf/sigmod/BohrerBBCFHKKMNRRSUUW97a|conf/sigmod/BohrerBBCFHKKMNRRSUUW97;University of Texas at Brownsville;http://www.utb.edu/
C. V. Ramamoorthy;journals/tkde/CheeLTR98|journals/tkde/Ramamoorthy89|conf/icde/SrivastavaR88|conf/icde/RamamoorthyS87|conf/icde/RamamoorthyS90|conf/vldb/RamamoorthyHKW77|journals/tc/BlevinsR76|journals/tc/RamamoorthyW83|journals/tc/RamamoorthyTW78|journals/tse/RamamoorthyB82|journals/tse/ChenNR90|journals/tse/HoR82|journals/tse/RamamoorthyH80|journals/computer/RamamoorthySG87|journals/computer/RamamoorthyPTU84;Symbiosis International University;http://www.siu.edu.in/
C. V. W. Armstrong;conf/isca/ArmstrongBA79;Universidade Estadual de Campinas;http://www.unicamp.br/
C. V. Yurkanan;conf/vldb/DaleY77|journals/cj/ParsonsDY74;Ecole Centrale de Lyon;http://www.ec-lyon.fr/
C. W. Yan;journals/tse/ChangYDA88;Universität Fridericana Karlsruhe (Technische Hochschule);http://www.uni-karlsruhe.de/
C. Ward Henson;journals/apal/ComptonH90;Zhengzhou University of Technology;http://www.zzut.edu.cn/
C. Watson;conf/sigmod/OConnellISWABCCLPWW96;Higher Institute of Business Administration;http://www.hiba.edu.sy/
C. Wei;conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99;Lumbini Buddhist University;http://www.lbu.edu.np/
C. White;conf/dac/MillerGSW89;Universidade Federal Rural do Rio de Janeiro;http://www.ufrrj.br/
C. Y. Chen;journals/tkde/ChenLCL97|conf/ssdbm/ChangC88|journals/is/ChenC92|journals/cj/ChangCC92|journals/bit/ChenL91|journals/bit/ChangC87;Chongqing Three Gorges University;http://www.sanxiau.edu.cn/
C. Y. Roger Chen;journals/debu/LittleCCB91;Universidad Tecnologica de la Mixteca;http://www.utm.mx/
C. Y. Wong;conf/icde/CheungHNW96;Augustana University College;http://www.augustana.ab.ca/
C. Zuffada;conf/ssdbm/MalvestutoZ88;Les Roches Gruyère University of Applied Sciences;http://www.lrguas.ch/
C.-K. Wang;conf/rtss/WangMC90;Azerbaijan State Economic University;http://www.aseu.az/
C.-T. Huang;conf/adl/NgLHBQ98;Moody Bible Institute;http://www.moody.edu/
Caetano Traina Jr.;conf/sigmod/FaloutsosSTT00|conf/edbt/TrainaTSF00|conf/icde/TrainaTF00|conf/europar/JuniorFB97;Universidad Privada Boliviana;http://www.upb.edu/
Cailin Cao;conf/spdp/ChungC92;Coker College;http://www.coker.edu/
Calton Pu;journals/tkde/WuYP97|journals/tkde/RamamrithamP95|journals/csur/ElmagarmidP90|journals/debu/LiuP97|journals/debu/CushingHMP93|journals/debu/BargaP93|conf/icde/WuYP92|conf/icde/ShethMNPS96|conf/icde/PuNP86|conf/icde/LiuP98|conf/icde/Pu88|conf/er/LiuP97|conf/sigmod/ZhouLP99|conf/sigmod/LiuPTBBZBHY98|conf/sigmod/PuL91|conf/sigmod/LiuHBPT99|conf/vldb/BargaP95|conf/vldb/PuKH88|conf/vldb/Pu85|conf/cikm/LiuP95|journals/tkde/LiuPT99|journals/algorithmica/Pu86|journals/dpd/LiuP97|journals/dpd/PuHKWY95|journals/debu/Pu87|journals/tse/PuNP88|journals/computer/PuLC91|conf/hpts/PuC93|conf/ride/PuL92|conf/coopis/LiuPL96|conf/dpds/PuHW88|conf/pdis/ZhouPL96|conf/cikm/ZhouPL98|conf/icdcs/LiuP97|conf/icdcs/LiuPBZ96|conf/icdcs/PuHKWY93;Johannes-Gutenberg Universität Mainz;http://www.uni-mainz.de/
Calvin Lue;journals/tois/TomasicGLSH97;Lyon College;http://www.lyon.edu/
Camilla Schwind;journals/ijmms/Schwind90;Université Gaston Berger Saint-Louis;http://www.ugb.sn/
Camille C. Price;conf/icdcs/PriceK84;Higher Institute of Business Administration;http://www.hiba.edu.sy/
Camilo Riaño;conf/ssdbm/Riano86;Université Protestante au Congo;http://www.upc.ac.cd/
Can A. Baykan;conf/ijcai/FoxSB89;University of the West Indies St. Augustine;http://www.uwi.tt/
Can Türker;conf/er/SchwarzSTHHBCS99|conf/er/SaakeCT95|conf/adbis/TurkerS98|conf/adbis/TurkerS99|conf/adbis/SchwarzTS98|conf/adbis/SchwarzTS99|conf/iadt/SchwarzTS98|conf/ideas/SchwarzTS98|conf/efdbs/BalkoT99|conf/efdbs/HodingSCSBDHSST99|conf/bncod/ConradHSST97|conf/bncod/ConradST98|conf/cikm/SchmittT98;University of Lucknow;http://www.lucknowuniv.org/
Candace L. Sidner;journals/coling/GroszS86|conf/aaai/LochbaumGS90|conf/ijcai/GroszS85;Tyumen State University;http://www.tsu.tmn.ru/
Candy Schwartz;journals/jasis/Schwartz98a;Western Michigan University;http://www.wmich.edu/
Cao Feng;conf/alt/MuggletonF90;Kamrah International Institute of Technology (KIIT);http://www.kiit.in/
Carel A. van den Berg;journals/tkde/ApersBFGKW92;Al al-Bayt University;http://www.aabu.edu.jo/
Carel S. Scholten;journals/cacm/DijkstraLMSS78|journals/ipl/DijkstraS80;Indian Institute of Technology, Guwahati;http://www.iitg.ernet.in/
Carey L. Williamson;journals/ton/ArlittW97;Tashkent Medical Academy;http://www.tma.uz/
Carine Souveyet;journals/is/RollandSM95|conf/caise/NurcanGS98;Chung-Ang University;http://www.cau.ac.kr/
Carl A. Bender;journals/ibmsj/StunkelSAABGHJNSSTV95;University of Kalyani;http://www.klyuniv.ac.in/
Carl A. Gunter;journals/iandc/Breazu-TannenCGS91|journals/tcs/Gunter92|conf/lics/Breazu-TannenCGS89;Halmstad University College;http://www.hh.se/
Carl A. Waldspurger;journals/tse/WaldspurgerHHKS92|conf/osdi/WaldspurgerW94;Japan Advanced Institute of Science and Technology;http://www.jaist.ac.jp/
Carl August Zehnder;conf/icde/BraggerDRZ84|conf/er/UrsprungZ83|journals/tse/BraggerDRZ85|conf/gi/ZehnderT80|conf/gi/RebsamenZ82;Zaporizhzhe National University;http://www.znu.edu.ua/
Carl D. Tait;conf/pdis/TaitD91;Randolph-Macon College;http://www.rmc.edu/
Carl E. Landwehr;journals/csur/Landwehr81|journals/tocs/LandwehrHM84;Universidade Federal do Rio de Janeiro;http://www.ufrj.br/
Carl E. Taylor;conf/vldb/LienTDR75;Dalhousie University;http://www.dal.ca/
Carl G. Davis;journals/tse/DavisV77;Instituto Politécnico de Leiria;http://www.iplei.pt/
Carl G. Looney;journals/tkde/Looney96|journals/tkde/Looney91;Coker College;http://www.coker.edu/
Carl H. Smith;journals/csur/AngliunS83;Université Gaston Berger Saint-Louis;http://www.ugb.sn/
Carl Hauser;conf/vldb/AndlerDEHKMW82|conf/podc/DemersGHIL87|conf/sosp/TerryTPDSH95;Florida Christian College;http://www.fcc.edu/
Carl Hewitt;journals/ai/Hewitt91|journals/ai/Hewitt77|journals/cacm/LiebermanH83|journals/tois/Hewitt86|conf/eds/BrodieBLMTH88;The Cooper Union for the Advancement of Science and Art;http://www.cooper.edu/
Carl J. Tollander;conf/sigir/TongACT85;Universidad Técnica Estatal de Quevedo;http://www.uteq.edu.ec/
Carl Lagoze;conf/adl/DanielLP98|conf/adl/DavisLK95;"Academy of Economics ""Dimitur A. Tscenov""";http://www.uni-svishtov.bg/
Carl Mayer;journals/spe/RoweDMMST87;Kamrah International Institute of Technology (KIIT);http://www.kiit.in/
Carl McCrosky;journals/software/JenkinsGM86|conf/slp/GlasgowJM85;Plymouth State College;http://www.plymouth.edu/
Carl Medsker;conf/dolap/EwenMDLSG98;Da-Yeh University;http://www.dyu.edu.tw/
Carl S. Hartzman;journals/tkde/HartzmanW90;Schiller International University, Paris;http://www.schillerparis.com/
Carl Singer;journals/cacm/NunamakerKHS76;Catholic University in Ruzomberok;http://www.ku.sk/
Carl Staelin;journals/vldb/StonebrakerALPSSSY96|conf/icde/SidellASSSY96|conf/pdis/StonebrakerDKLPSS94|journals/tocs/WilkesGSS96|conf/usenix/SeltzerBMS93|conf/usenix/KohlSS93|conf/usenix/StaelinG91|conf/usenix/GoldingBSSW95|conf/sosp/WilkesGSS95;Universität Fridericana Karlsruhe (Technische Hochschule);http://www.uni-karlsruhe.de/
Carl Zuckerman;journals/cacm/CohenZ74;Western Michigan University;http://www.wmich.edu/
Carla Basili;conf/edbt/BasiliBM92;Sree Rama Krishna Degree College;http://www.srkdc.org/
Carla Chachaty;conf/parle/ChachatyBW92|conf/pdis/Borla-SalametCD91;Jinnah University for Women;http://www.juw.edu.pk/
Carla D. Savage;journals/siamcomp/SavageJ81;Arab Open University;http://www.aou.org.bh/
Carla Schlatter Ellis;journals/tkde/FloydE89|journals/tods/Ellis87|conf/pods/Ellis83|conf/pods/Ellis85|journals/acta/Ellis80|journals/tc/Ellis80|journals/tpds/KotzE90|journals/tse/BaerE77|conf/podc/EllisFH82|conf/pdis/KotzE91|conf/sosp/LaRoweEK91|conf/srds/EllisF83|conf/icdcs/Ellis85;Meio University;http://www.meio-u.ac.jp/
Carles Farré;conf/caise/CostalTUF96;Université d'Aix-Marseille III;http://www.u-3mrs.fr/
Carles Sierra;journals/logcom/ParsonsSJ98;Dalhousie University;http://www.dal.ca/
Carlo Batini;journals/csur/BatiniL86|conf/er/TamassiaBT83|conf/er/EverestBFMT87|conf/er/BatiniS79|conf/er/AtzeniBLV81|conf/er/SantucciBB93|conf/er/BatiniFN85|conf/er/BatiniLF97|conf/er/BatiniL83|conf/sigmod/BatiniC85|journals/is/BatiniDL84|journals/is/BatiniB88|journals/is/BattistaB88|journals/is/BatiniLS82|journals/debu/BatiniAL84|journals/re/BatiniCAFP96|journals/tse/BatiniBS93|journals/tse/BatiniNT86|journals/tse/BatiniL84|journals/tcs/AtzeniABM82|conf/vdb/BatiniCCL91|conf/icod/AusielloBM80|conf/wg/BatiniDM81|conf/gg/BatiniD78|conf/mfcs/AusielloBM80;Lyceum of the Philippines University;http://www.lpu.edu.ph/
Carlo Carlesi;journals/pe/ThanosBC88|conf/eci/ThanosCB81;Zaporizhzhe National University;http://www.znu.edu.ua/
Carlo Cecchi;conf/db-workshops/AielloC85;St. Petersburg State Polytechnical University;http://www.spbstu.ru/
Carlo Eynard;conf/er/VerrocaEGGAD98;Al al-Bayt University;http://www.aabu.edu.jo/
Carlo Ferrari;journals/ijmms/GiunchigliaFTT92;University of Perugia;http://www.unipg.it/
Carlo Ghezzi;journals/cl/BerryGMT82|journals/cl/BossiG84|journals/tse/BandinelliFG93|journals/toplas/MorzentiMG92|conf/ewspt/BandinelliFGG92;Reformed Theological Academy of Debrecen;http://www.drk.hu/
Carlo H. Séquin;journals/tc/GoodmanS81;Tabari Institute of Higher Education;http://www.tabari.ac.ir/ 
Carlo Meghini;journals/tods/MeghiniT91|journals/acta/MeghiniT85|journals/computer/MeghiniRT91|conf/icod/BertinoMT83|conf/spieSR/Meghini96|conf/sigir/MeghiniS96;Schiller International University, Paris;http://www.schillerparis.com/
Carlo Montangero;journals/acta/MontangeroPST78;Les Roches Gruyère University of Applied Sciences;http://www.lrguas.ch/
Carlo Tasso;conf/sigir/BrajnikMT96;Agricultural University of Georgia;http://www.agruni.edu.ge/
Carlo Tomasi;conf/spieSR/GuibasRT95;Hamdan Bin Mohammed e-University;http://www.hbmeu.ac.ae/
Carlo Vago;journals/tkde/SubrahmanianNV95;Jinnah University for Women;http://www.juw.edu.pk/
Carlo Zaniolo;journals/tkde/ChimentiGKNTZ90|journals/tods/ZanioloM81|journals/tods/Zaniolo82|journals/tods/ZanioloM82|conf/icde/ChenZ99|conf/ride/ChienTZ01|conf/er/AckleyCSTTTZ90|conf/er/MelkanoffZ79|conf/sigmod/SaccaZ87|conf/sigmod/TsurZ84|conf/sigmod/MotakisZ97|conf/sigmod/Zaniolo79|conf/sigmod/Zaniolo83|conf/vldb/Zaniolo85|conf/vldb/WangZ00|conf/vldb/KrishnamurthyBZ86|conf/vldb/TsurZ86|conf/pods/ShmueliTZ88|conf/pods/GrecoZG92|conf/pods/SaccaZ86|conf/pods/SaccaZ90|conf/pods/Zaniolo82|conf/pods/GangulyGZ91|conf/edbt/KrishnamurthyZ88|conf/edbt/Zaniolo90|conf/edbt/GrecoZ92|conf/dbpl/KrishnamurthyZ87|conf/icdt/GrecoSZ95|conf/icdt/SaccaZ86|journals/jiis/Zaniolo92|journals/sigmod/UllmanZ90|journals/jcss/Zaniolo84|journals/jsi/MotakisZ97|journals/debu/ChimentiOKTWZ87|journals/jlp/ShmueliTZ92|journals/tcs/SaccaZ88|conf/icde/WangZ00|conf/dood/MotakisZ95|conf/dood/GiannottiPSZ91|conf/dood/Zaniolo89|conf/dood/ZanioloAO93|conf/dood/Zaniolo95|conf/ds/Zaniolo79|conf/ds/ZanioloS88|conf/rules/Zaniolo93|conf/slp/KrishnamurthyNZ89|conf/slp/Zaniolo84|conf/eds/Zaniolo84|conf/eds/Zaniolo86|conf/eds/ZanioloABCM84|conf/webdb/ChienTZ00a|conf/bncod/Zaniolo93|conf/icalp/GrecoSZ95|conf/dmkd/WangZ99|conf/dbpl/WangZ99|conf/tdb/MotakisZ95|conf/jcdkb/SaccaZ88|conf/kdd/ShenMOZ94|conf/iclp/SaccaZ87|conf/iclp/Zaniolo88|conf/deductive/ZanioloS94|conf/deductive/MuntzSZ93|conf/deductive/ChenZ98;Sibelius Academy;http://www.siba.fi/
Carlos A. Heuser;conf/er/HeuserP91|journals/is/HeuserPR93|conf/ds/HeuserR85;Trakia University Stara Zagora;http://www.uni-sz.bg/
Carlos A. Hurtado;conf/icde/HurtadoMV99|conf/dolap/HurtadoMV99|conf/icdt/HurtadoM01;Catholic University in Ruzomberok;http://www.ku.sk/
Carlos A. Mareco;conf/er/MarecoB99;Iran University of Medical Sciences;http://www.iums.ac.ir/
Carlos A. Tau;conf/dasfaa/TauSPM95|conf/dasfaa/BaumGPST93;Kolej Universiti Insaniah;http://www.kuin.edu.my/
Carlos Caleiro;conf/dagstuhl/EhrichCSD98;Tyumen State University;http://www.tsu.tmn.ru/
Carlos Cunha;journals/debu/BestavrosC96;Iran University of Medical Sciences;http://www.iums.ac.ir/
Carlos García;conf/icde/CelmaGMD94;Da-Yeh University;http://www.dyu.edu.tw/
Carlos José Pereira de Lucena;journals/tse/CowanL95|conf/iwhd/RossiSLC95;Logan College of Chiropractic;http://www.logan.edu/
Carlos Montes de Oca;conf/wcre/OcaC98;Hanover College;http://www.hanover.edu/
Carlos Ordonez 0001;conf/sigmod/OrdonezC00|conf/adl/OrdonezO99;Baltimore International College;http://www.bic.edu/
Carlos R. Mechoso;conf/ssdbm/ChiMSSTMM97|journals/pc/WehnerMEDMFS95|conf/kdd/StolorzNMMSSYNCMF95;Fachhochschule St. Pölten;http://www.fh-stpoelten.ac.at/
Carlos R. P. Hartmann;journals/tc/VarshneyHF82;Ecole Supérieure de Commerce de Toulouse;http://www.esc-toulouse.fr/
